code_module,code_presentation,id_student,gender,region,highest_education,num_of_prev_attempts,studied_credits,disability,imd_band_numeric,age_0-35,age_35-55,age_55<=,weighted_grade,pass_rate,exam_taken,exam_score_filled,date,sum_click,withdrawn,true_result,predicted_result,proba_proba_Distinction,proba_proba_Fail,proba_proba_Pass,proba_proba_Withdrawn,predicted_risk,risk_proba_AtRisk,risk_proba_Success
FFF,2013J,606496,M,Scotland,Post Graduate Qualification,0,90,N,75.0,False,True,False,0.0,0.08333333333333333,0.0,0.0,5.56937587535014,3.972852474323062,0,Fail,Fail,0.029875000000000002,0.9311666666666667,0.03895833333333334,0.0,AtRisk,0.9921428571428572,0.007857142857142858
DDD,2014J,586946,F,West Midlands Region,A Level or Equivalent,1,60,N,85.0,True,False,False,0.0,1.0,1.0,69.0,162.6058793139434,1.6319038862474455,0,Pass,Pass,0.036976190476190475,0.02230952380952381,0.9407142857142858,0.0,Success,0.020166666666666666,0.9798333333333332
CCC,2014J,152626,M,North Western Region,Lower Than A Level,0,120,N,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0025,0.0,0.9975,AtRisk,1.0,0.0
BBB,2014B,620092,F,East Midlands Region,A Level or Equivalent,0,60,N,85.0,True,False,False,0.0,1.0,0.0,0.0,92.14470102001351,1.990126395063895,0,Distinction,Pass,0.21891269841269836,0.07448214285714287,0.7066051587301587,0.0,Success,0.01619047619047619,0.9838095238095238
DDD,2013J,562287,F,North Western Region,A Level or Equivalent,0,60,Y,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0,0.0,1.0,AtRisk,1.0,0.0
DDD,2014B,1033968,F,Wales,No Formal quals,1,60,N,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.028418650793650788,0.0,0.9715813492063492,AtRisk,1.0,0.0
GGG,2014J,642949,M,London Region,Lower Than A Level,0,30,N,35.0,True,False,False,0.0,1.0,0.0,0.0,104.7015873015873,3.1402777777777775,0,Pass,Pass,0.20555555555555563,0.13935714285714285,0.655087301587302,0.0,Success,0.08383333333333333,0.9161666666666666
FFF,2014B,131538,M,West Midlands Region,A Level or Equivalent,0,60,N,75.0,True,False,False,0.0,1.0,0.0,0.0,83.35524118738404,3.3878949594466836,0,Pass,Pass,0.24619444444444447,0.03958333333333333,0.7142222222222219,0.0,Success,0.03383333333333333,0.9661666666666667
EEE,2014J,691078,M,Wales,Lower Than A Level,0,30,N,75.0,False,True,False,0.0,1.0,0.0,0.0,78.67602303523036,4.042427409988386,0,Pass,Pass,0.1668035714285714,0.26047817460317463,0.5727182539682538,0.0,Success,0.24257936507936503,0.7574206349206349
DDD,2014J,678605,M,South Region,Lower Than A Level,0,150,N,45.0,False,True,False,0.0,1.0,1.0,47.0,92.31425126616303,1.754304176215941,0,Fail,Pass,0.02251785714285714,0.13776923076923075,0.839712912087912,0.0,AtRisk,0.5437261904761904,0.4562738095238096
FFF,2013B,533458,M,North Western Region,A Level or Equivalent,0,120,N,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0,0.0,1.0,AtRisk,1.0,0.0
BBB,2013J,243851,F,East Midlands Region,A Level or Equivalent,0,60,Y,5.0,True,False,False,0.0,1.0,0.0,0.0,106.05792895613855,1.8892392354557934,0,Pass,Pass,0.23846993284493284,0.05726984126984127,0.7042602258852257,0.0,Success,0.057035714285714294,0.9429642857142856
FFF,2013J,558284,M,Ireland,Lower Than A Level,0,150,Y,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0,0.0,1.0,AtRisk,1.0,0.0
FFF,2014J,345271,M,North Region,A Level or Equivalent,1,60,N,35.0,False,True,False,0.0,1.0,0.0,0.0,74.21991506333224,4.4892006179730295,0,Distinction,Pass,0.16327152014652013,0.12588095238095237,0.7108475274725272,0.0,Success,0.04689285714285715,0.9531071428571428
FFF,2013J,574283,M,South Region,A Level or Equivalent,0,120,N,25.0,False,True,False,0.0,1.0,0.0,0.0,72.9729912344486,3.976566430108671,0,Pass,Pass,0.17985119047619047,0.08592857142857145,0.7342202380952382,0.0,Success,0.06195238095238096,0.938047619047619
CCC,2014B,281261,M,Ireland,HE Qualification,0,30,N,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.003571428571428571,0.0,0.9964285714285714,AtRisk,1.0,0.0
FFF,2013J,521255,M,London Region,Lower Than A Level,0,120,N,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0,0.0,1.0,AtRisk,1.0,0.0
BBB,2013B,2301111,F,Scotland,HE Qualification,1,60,N,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.043416666666666666,0.0,0.9565833333333335,AtRisk,1.0,0.0
EEE,2014B,623562,M,West Midlands Region,A Level or Equivalent,0,60,Y,75.0,True,False,False,0.0,1.0,0.0,0.0,75.05638422980527,3.4177297410192145,0,Pass,Pass,0.18204166666666663,0.09994047619047619,0.7180178571428574,0.0,Success,0.034,0.9660000000000001
DDD,2014J,2570274,M,North Western Region,A Level or Equivalent,0,60,N,65.0,False,True,False,0.0,1.0,1.0,78.0,101.34908084322461,1.7009375825352124,0,Pass,Pass,0.0589047619047619,0.029214285714285713,0.9118809523809525,0.0,Success,0.031,0.9689999999999999
DDD,2013B,532491,M,West Midlands Region,A Level or Equivalent,0,60,N,47.115494568324756,True,False,False,0.0,1.0,1.0,49.0,67.34770121746395,1.502552100034739,0,Pass,Pass,0.034749999999999996,0.0528452380952381,0.9124047619047618,0.0,Success,0.03680952380952381,0.9631904761904763
FFF,2013B,485544,M,West Midlands Region,HE Qualification,0,150,N,5.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,110.81051564733545,4.1619896590012555,0,Fail,Pass,0.03221428571428572,0.34680050505050497,0.6209852092352093,0.0,AtRisk,0.6177857142857143,0.38221428571428573
CCC,2014B,620376,M,South Region,Lower Than A Level,0,60,N,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0,0.0,1.0,AtRisk,1.0,0.0
GGG,2014B,508924,F,East Anglian Region,HE Qualification,0,30,N,85.0,False,True,False,0.0,1.0,0.0,0.0,123.58632782312029,1.7181061077287492,0,Pass,Pass,0.3874761904761905,0.05058928571428571,0.5619345238095238,0.0,Success,0.08670238095238096,0.9132976190476191
FFF,2013J,587594,M,Scotland,A Level or Equivalent,0,60,N,75.0,True,False,False,0.0,1.0,0.0,0.0,102.72341480209772,3.8799963342662003,0,Pass,Pass,0.144531746031746,0.04857142857142857,0.8068968253968252,0.0,Success,0.006666666666666666,0.9933333333333334
BBB,2014J,579201,F,Yorkshire Region,A Level or Equivalent,0,60,N,15.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0,0.0,1.0,AtRisk,1.0,0.0
BBB,2014B,468529,F,South Region,Lower Than A Level,0,120,N,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.005416666666666666,0.0,0.9945833333333334,AtRisk,1.0,0.0
BBB,2013B,360489,F,West Midlands Region,A Level or Equivalent,0,240,Y,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0025,0.0,0.9975,AtRisk,1.0,0.0
EEE,2014B,511199,M,South Region,A Level or Equivalent,0,30,N,45.0,False,True,False,0.0,1.0,0.0,0.0,71.61318343532581,4.206350451019568,0,Fail,Pass,0.20699603174603173,0.16227976190476195,0.6307242063492063,0.0,Success,0.1347222222222222,0.8652777777777777
DDD,2013B,552030,F,South West Region,Lower Than A Level,0,60,N,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0007142857142857143,0.0,0.9992857142857143,AtRisk,1.0,0.0
BBB,2013J,507387,F,East Anglian Region,A Level or Equivalent,0,60,N,55.0,True,False,False,0.0,0.2727272727272727,0.0,0.0,35.972486772486775,1.391358024691358,0,Fail,Fail,0.00375,0.9720833333333332,0.024166666666666666,0.0,AtRisk,0.9698333333333333,0.03016666666666667
FFF,2013J,561068,M,South East Region,Lower Than A Level,0,60,N,55.0,True,False,False,0.0,0.4166666666666667,0.0,0.0,71.72374433078657,2.08853478290098,0,Fail,Fail,0.007178571428571428,0.9436249999999999,0.049196428571428565,0.0,AtRisk,0.9266666666666667,0.07333333333333333
BBB,2013B,482710,M,West Midlands Region,A Level or Equivalent,0,60,N,75.0,False,True,False,0.0,0.9090909090909091,0.0,0.0,96.39567173023055,2.913619550384256,0,Pass,Pass,0.13586904761904764,0.11985714285714286,0.7442738095238096,0.0,Success,0.08828174603174604,0.911718253968254
FFF,2014J,615328,F,Wales,A Level or Equivalent,0,60,N,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.005,0.0,0.995,AtRisk,1.0,0.0
BBB,2014B,559090,F,South East Region,No Formal quals,0,60,N,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.016875,0.0,0.983125,AtRisk,1.0,0.0
BBB,2013B,536452,F,Wales,A Level or Equivalent,0,60,N,95.0,True,False,False,0.0,1.0,0.0,0.0,126.68638888888889,1.263779761904762,0,Pass,Pass,0.2581309523809524,0.16549404761904765,0.576375,0.0,Success,0.06027777777777778,0.9397222222222221
CCC,2014J,615242,M,East Anglian Region,Lower Than A Level,0,30,N,5.0,True,False,False,0.0,0.0,0.0,0.0,-5.866253471516629,1.7352164194269457,0,Fail,Fail,0.0025,0.9349999999999998,0.0175,0.045,AtRisk,0.995,0.005
BBB,2013B,557938,F,London Region,No Formal quals,0,60,N,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.005,0.0,0.995,AtRisk,0.99,0.01
FFF,2013B,483743,M,South West Region,Lower Than A Level,1,150,N,75.0,True,False,False,0.0,0.7267809384877219,0.0,0.0,2.8205128205128207,1.6923076923076923,0,Fail,Fail,0.005,0.9845,0.0105,0.0,AtRisk,1.0,0.0
CCC,2014J,688776,M,East Midlands Region,A Level or Equivalent,0,120,Y,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.005,0.0,0.995,AtRisk,1.0,0.0
CCC,2014J,1744800,M,Scotland,HE Qualification,1,150,N,15.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.01949404761904762,0.0,0.9805059523809524,AtRisk,0.9975,0.0025
BBB,2014J,696799,F,London Region,HE Qualification,0,60,N,25.0,True,False,False,0.0,0.2,0.0,0.0,52.42857142857143,1.4285714285714286,0,Fail,Fail,0.0,0.9147500000000001,0.08525,0.0,AtRisk,0.9776666666666667,0.022333333333333334
DDD,2014J,572722,F,South Region,A Level or Equivalent,0,60,N,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.00125,0.0,0.99875,AtRisk,1.0,0.0
BBB,2014B,632847,F,East Anglian Region,Lower Than A Level,0,60,N,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.002,0.0,0.998,AtRisk,1.0,0.0
FFF,2013J,518544,M,South Region,Lower Than A Level,1,120,N,85.0,True,False,False,0.0,1.0,0.0,0.0,139.23869382571803,3.598693255277948,0,Pass,Pass,0.04188095238095238,0.08402380952380951,0.874095238095238,0.0,Success,0.0798809523809524,0.9201190476190475
FFF,2013J,607794,M,South Region,A Level or Equivalent,0,150,N,95.0,False,True,False,0.0,1.0,0.0,0.0,99.02638748770032,3.1921819221252385,0,Distinction,Pass,0.2894246031746031,0.03228571428571428,0.6782896825396825,0.0,Success,0.0,1.0
BBB,2013J,612757,M,North Region,HE Qualification,0,120,N,85.0,False,True,False,0.0,0.9090909090909091,0.0,0.0,108.19760692258733,1.7013776639374307,0,Pass,Pass,0.2629404761904762,0.059807539682539684,0.6772519841269842,0.0,Success,0.014166666666666666,0.9858333333333333
EEE,2013J,66713,M,South Region,A Level or Equivalent,0,60,N,95.0,True,False,False,0.0,1.0,0.0,0.0,81.03921156623703,4.8226885913174184,0,Pass,Pass,0.27946446608946607,0.0707738095238095,0.6497617243867242,0.0,Success,0.050666666666666665,0.9493333333333334
CCC,2014B,537606,F,London Region,A Level or Equivalent,0,60,N,65.0,True,False,False,0.0,0.25,0.0,0.0,22.024052284390628,1.895565482971498,0,Fail,Fail,0.0,0.995,0.0,0.005,AtRisk,1.0,0.0
GGG,2014B,631756,M,Yorkshire Region,Lower Than A Level,0,30,Y,5.0,True,False,False,0.0,0.0,0.0,0.0,70.30303030303031,1.3383838383838382,0,Fail,Fail,0.014916666666666667,0.881222222222222,0.06469444444444444,0.03916666666666666,AtRisk,0.9182777777777779,0.08172222222222222
BBB,2014J,600387,F,North Region,A Level or Equivalent,0,60,N,47.115494568324756,True,False,False,0.0,0.8,0.0,0.0,107.74256480932263,2.5295312716797094,0,Distinction,Pass,0.12879761904761905,0.07523809523809524,0.7959642857142856,0.0,Success,0.030833333333333334,0.9691666666666667
BBB,2013B,341235,M,South Region,Lower Than A Level,0,60,N,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.005833333333333334,0.0,0.9941666666666668,AtRisk,1.0,0.0
DDD,2013J,468927,M,Scotland,A Level or Equivalent,0,90,N,95.0,True,False,False,0.0,1.0,1.0,62.0,102.5451421176985,1.423499099063009,0,Pass,Pass,0.040761904761904756,0.008845238095238095,0.9503928571428572,0.0,Success,0.0,1.0
BBB,2013B,477734,F,East Anglian Region,No Formal quals,0,120,N,45.0,True,False,False,0.0,1.0,0.0,0.0,80.52824595815231,1.4224968907193971,0,Pass,Pass,0.19492261904761904,0.16315476190476189,0.6419226190476189,0.0,Success,0.08653968253968256,0.9134603174603175
FFF,2014J,607533,F,South West Region,Lower Than A Level,1,90,N,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0,0.0,1.0,AtRisk,1.0,0.0
FFF,2014J,652788,M,South Region,Lower Than A Level,0,60,N,35.0,True,False,False,0.0,1.0,0.0,0.0,95.68956652463693,2.8269483039375585,0,Distinction,Pass,0.33671626984126973,0.017505952380952382,0.6457777777777777,0.0,Success,0.013333333333333332,0.9866666666666666
DDD,2014B,2611371,M,West Midlands Region,Lower Than A Level,1,150,Y,25.0,True,False,False,0.0,0.6666666666666666,1.0,38.0,85.90809206560705,1.8717786403924217,0,Pass,Fail,0.03046428571428571,0.5992380952380951,0.37029761904761904,0.0,Success,0.37449603174603185,0.6255039682539681
FFF,2014J,2702660,F,London Region,Lower Than A Level,0,240,N,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.011000000000000001,0.0,0.9890000000000001,AtRisk,1.0,0.0
DDD,2013J,573646,M,North Western Region,A Level or Equivalent,0,120,N,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0,0.0,1.0,AtRisk,1.0,0.0
BBB,2014B,478317,F,Scotland,Lower Than A Level,2,90,N,5.0,True,False,False,0.0,0.7272727272727273,0.0,0.0,117.90308183879613,2.4297464440321583,0,Fail,Pass,0.011351190476190478,0.46929761904761924,0.5193511904761903,0.0,AtRisk,0.5356695526695527,0.46433044733044737
CCC,2014J,563321,M,South Region,HE Qualification,0,60,N,75.0,True,False,False,0.0,0.875,1.0,62.0,129.2558201058201,2.664021164021164,0,Pass,Pass,0.020214285714285712,0.03141666666666667,0.9483690476190477,0.0,Success,0.005,0.995
EEE,2013J,585433,M,Scotland,HE Qualification,0,60,N,85.0,True,False,False,0.0,1.0,0.0,0.0,91.82126867283272,3.001650790025914,0,Pass,Pass,0.23788888888888887,0.056333333333333326,0.7057777777777778,0.0,Success,0.02254761904761905,0.977452380952381
DDD,2014J,601488,M,North Western Region,Lower Than A Level,1,60,N,25.0,True,False,False,0.0,1.0,1.0,64.0,70.77003157099007,2.167640936899286,0,Pass,Pass,0.04766468253968254,0.06672619047619047,0.8856091269841271,0.0,Success,0.05845238095238096,0.9415476190476191
FFF,2013B,541349,M,Ireland,Lower Than A Level,0,120,N,47.115494568324756,False,True,False,0.0,1.0,0.0,0.0,102.24687010908913,2.982291077624856,0,Pass,Pass,0.12218849206349205,0.06716666666666667,0.8106448412698412,0.0,Success,0.040928571428571425,0.9590714285714285
GGG,2013J,609535,F,West Midlands Region,A Level or Equivalent,0,30,N,5.0,False,True,False,0.0,0.1111111111111111,0.0,0.0,64.37083333333334,1.3575,0,Fail,Fail,0.013999999999999999,0.9460714285714286,0.03992857142857143,0.0,AtRisk,0.9518888888888888,0.04811111111111111
GGG,2013J,606435,M,South West Region,Lower Than A Level,0,30,N,15.0,True,False,False,0.0,1.0,0.0,0.0,184.1971153846154,3.487980769230769,0,Pass,Pass,0.2913968253968254,0.08754761904761904,0.6210555555555557,0.0,Success,0.044333333333333336,0.9556666666666668
FFF,2014J,2256134,F,Scotland,HE Qualification,0,60,Y,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.01069047619047619,0.0,0.9893095238095237,AtRisk,1.0,0.0
AAA,2013J,155550,M,London Region,A Level or Equivalent,0,420,N,5.0,False,True,False,5.25,1.0,0.0,0.0,123.1598054183915,3.3840182532049914,0,Pass,Pass,0.09840674603174605,0.21923214285714285,0.6823611111111112,0.0,Success,0.1429563492063492,0.8570436507936507
BBB,2013B,379402,F,Ireland,A Level or Equivalent,1,105,N,85.0,True,False,False,0.0,0.2727272727272727,0.0,0.0,41.366547619047616,2.970595238095238,0,Fail,Fail,0.004,0.9160000000000003,0.07999999999999999,0.0,AtRisk,0.9766666666666666,0.02333333333333333
BBB,2014J,613135,M,South West Region,A Level or Equivalent,0,60,N,95.0,False,True,False,0.0,0.6,0.0,0.0,53.0623076923077,1.9184249084249083,0,Fail,Fail,0.025291666666666664,0.8102321428571427,0.16447619047619047,0.0,AtRisk,0.9059999999999998,0.094
GGG,2014B,604482,M,North Region,Lower Than A Level,1,60,N,15.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Fail,Fail,0.003333333333333333,0.7871011904761904,0.014523809523809524,0.19504166666666667,AtRisk,0.9833333333333333,0.016666666666666666
FFF,2014J,651972,F,Ireland,Lower Than A Level,0,60,N,65.0,False,True,False,0.0,0.08333333333333333,0.0,0.0,54.00481502669718,1.8978778467908903,0,Fail,Fail,0.001,0.9581401515151513,0.04085984848484848,0.0,AtRisk,0.9819285714285714,0.01807142857142857
BBB,2014B,621937,F,London Region,A Level or Equivalent,0,60,N,15.0,False,True,False,0.0,0.09090909090909091,0.0,0.0,9.225,1.15,0,Fail,Fail,0.00125,0.9789166666666667,0.01983333333333333,0.0,AtRisk,1.0,0.0
FFF,2014J,623765,F,North Western Region,A Level or Equivalent,0,60,N,55.0,True,False,False,0.0,1.0,0.0,0.0,110.99212899898151,2.8821154662816033,0,Pass,Pass,0.25425793650793654,0.026583333333333337,0.7191587301587302,0.0,Success,0.0275,0.9725
BBB,2014B,2002415,F,London Region,A Level or Equivalent,0,120,N,75.0,False,True,False,0.0,0.9090909090909091,0.0,0.0,129.1026722682146,2.2496965022611,0,Pass,Pass,0.24648809523809526,0.08771428571428572,0.6657976190476189,0.0,Success,0.05788095238095238,0.9421190476190477
BBB,2013J,588642,F,London Region,A Level or Equivalent,0,120,N,5.0,True,False,False,0.0,1.0,0.0,0.0,69.81449735449736,2.3792460317460313,0,Pass,Pass,0.19235119047619043,0.09074206349206351,0.7169067460317463,0.0,Success,0.0931031746031746,0.9068968253968254
FFF,2014B,599398,M,South Region,Lower Than A Level,0,120,N,95.0,True,False,False,0.0,1.0,0.0,0.0,99.99847418671726,2.862383111198105,0,Pass,Pass,0.24432936507936504,0.08295238095238094,0.672718253968254,0.0,Success,0.07315079365079366,0.9268492063492063
DDD,2013B,307291,F,Ireland,A Level or Equivalent,0,60,N,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.0025,0.0,0.9975,AtRisk,1.0,0.0
CCC,2014J,586261,M,London Region,Lower Than A Level,0,60,N,75.0,False,True,False,0.0,0.625,1.0,54.0,133.21516267761075,2.703541666191302,0,Pass,Pass,0.08005357142857145,0.07770634920634922,0.842240079365079,0.0,Success,0.020666666666666663,0.9793333333333333
BBB,2014J,586502,F,West Midlands Region,Lower Than A Level,0,60,N,5.0,False,True,False,0.0,0.8,0.0,0.0,86.8484757715752,2.6427356377648774,0,Pass,Pass,0.06211309523809524,0.16740079365079366,0.7704861111111113,0.0,Success,0.061642857142857145,0.9383571428571428
DDD,2013B,556030,M,East Midlands Region,HE Qualification,0,60,N,35.0,True,False,False,0.0,0.3076923076923077,0.0,0.0,17.6396606538116,1.370794457115212,0,Fail,Fail,0.005,0.9758333333333333,0.014166666666666666,0.005,AtRisk,1.0,0.0
FFF,2013J,533523,M,East Midlands Region,A Level or Equivalent,0,90,N,65.0,True,False,False,0.0,0.9166666666666666,0.0,0.0,93.33640483911358,3.615035936698258,0,Pass,Pass,0.06772619047619047,0.09528174603174604,0.8369920634920635,0.0,Success,0.05778571428571429,0.9422142857142858
FFF,2014J,678628,M,London Region,A Level or Equivalent,0,120,N,15.0,True,False,False,0.0,1.0,0.0,0.0,115.69474914586264,3.614092238912641,0,Pass,Pass,0.22642460317460322,0.06325,0.710325396825397,0.0,Success,0.0521031746031746,0.9478968253968253
BBB,2013J,607804,M,Scotland,A Level or Equivalent,0,60,N,95.0,False,True,False,0.0,1.0,0.0,0.0,79.15858792740512,2.1356389031120213,0,Pass,Pass,0.3297043650793651,0.08259523809523808,0.5877003968253969,0.0,Success,0.10214285714285713,0.8978571428571428
FFF,2013B,555144,M,South West Region,Lower Than A Level,0,120,N,55.0,False,True,False,0.0,1.0,0.0,0.0,75.13378997140602,3.7146526454684072,0,Pass,Pass,0.12062698412698411,0.15186309523809519,0.7275099206349206,0.0,Success,0.13580555555555557,0.8641944444444445
BBB,2014J,433939,F,Yorkshire Region,Lower Than A Level,1,60,N,55.0,False,True,False,0.0,0.4,0.0,0.0,53.41858363858364,1.7892521367521368,0,Fail,Fail,0.001,0.9115238095238096,0.08747619047619049,0.0,AtRisk,0.9849999999999999,0.015
FFF,2013B,290252,M,Yorkshire Region,HE Qualification,0,60,N,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.00125,0.0,0.99875,AtRisk,1.0,0.0
BBB,2013J,582243,F,South West Region,Lower Than A Level,0,60,N,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.003214285714285714,0.0,0.9967857142857143,AtRisk,1.0,0.0
CCC,2014J,165733,M,Scotland,A Level or Equivalent,1,30,Y,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,Withdrawn,0.0,0.02517857142857143,0.0,0.9748214285714286,AtRisk,1.0,0.0
GGG,2013J,593858,F,London Region,Lower Than A Level,0,30,N,75.0,False,True,False,0.0,0.8888888888888888,0.0,0.0,138.71160178474008,3.3725547502143245,0,Pass,Pass,0.2546805555555556,0.04908333333333333,0.6932361111111112,0.003,Success,0.059000000000000004,0.9410000000000001
FFF,2013J,598294,M,London Region,HE Qualification,0,60,N,15.0,True,False,False,0.0,1.0,0.0,0.0,61.64117385308035,4.3452189681123885,0,Pass,Pass,0.11310912698412698,0.21144805194805194,0.6754428210678209,0.0,Success,0.12567857142857142,0.8743214285714284
